,ReviewText,aspects,terms
988,"It is super fast, and always loads.",['LAPTOP#OPERATION_PERFORMANCE'],
989,I am just amazed.,['LAPTOP#GENERAL'],
990,The only bad part is the size/weight.,['LAPTOP#DESIGN_FEATURES'],
991,"It's like 9 punds, but if you can look past it, it's GREAT!","['LAPTOP#GENERAL', 'LAPTOP#DESIGN_FEATURES']",
992,"If you don't like fingerprints, this might not be the laptop for you.",['LAPTOP#QUALITY'],
993,"It super shiny, so you can see the fingerprints easily.",['LAPTOP#QUALITY'],
994,All for such a great price.,['LAPTOP#PRICE'],
995,It's color is even cool.,['LAPTOP#DESIGN_FEATURES'],
996,Another Great thing is the Beast graphics.,['GRAPHICS#QUALITY'],
997,They are so realistic I am just speechless.,['GRAPHICS#QUALITY'],
998,"I let my friend borrow it, and she knows nothing about computers, and she used it with ease.",['LAPTOP#USABILITY'],
999,The cool thing about this is anyone can use it.,['LAPTOP#USABILITY'],
1000,I don't know how I could ever live without my Qousmio.,['LAPTOP#GENERAL'],
1001,"I own a Hewlett Packard laptop and I've had man problems with it since I bought in in Feb, 201",['LAPTOP#QUALITY'],
1002,Ive had to call tech support many times.,['LAPTOP#QUALITY'],
1003,Each time taking about 1 day or so.,['SUPPORT#QUALITY'],
1004,I had to wait 3 weeks to get it back and it still is not working properly.,['SUPPORT#QUALITY'],
1005,I had to pay for the shipping!,['SUPPORT#QUALITY'],
1006,I will never buy anything from HP again!,['COMPANY#GENERAL'],
1007,The Toshiba Satellite has been more than I expected for the price.,"['LAPTOP#GENERAL', 'LAPTOP#PRICE']",
1008,THis computer may be small but it is one heck of a power horse.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#DESIGN_FEATURES']",
1009,You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.,"['LAPTOP#GENERAL', 'LAPTOP#MISCELLANEOUS']",
1010,for being so small it is amazing that it is as fast as it is.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#OPERATION_PERFORMANCE']",
1011,when i first got it i thought the size of it was a joke.,['LAPTOP#DESIGN_FEATURES'],
1012,but after i got used to it i love it.,['LAPTOP#DESIGN_FEATURES'],
1013,the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#PORTABILITY', 'LAPTOP#USABILITY']",
1014,"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",['LAPTOP#DESIGN_FEATURES'],
1015,the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#PORTABILITY']",
1016,overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,"['LAPTOP#GENERAL', 'LAPTOP#MISCELLANEOUS']",
1017,"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#USABILITY', 'SOFTWARE#GENERAL', 'LAPTOP#QUALITY']",
1018,"With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.",['LAPTOP#QUALITY'],
1019,"All apple associates are always wiling to help you out with anything, no matter when you purchased the computer and how many years passed.",['SUPPORT#QUALITY'],
1020,"this computer will last you at least 7 years, thats an amazing life spanned an electronic.",['LAPTOP#QUALITY'],
1021,"everything about a mac is wonderful, it takes a little used to learning and getting used to the new system, but you will learn fast and its all worth it.","['LAPTOP#GENERAL', 'OS#USABILITY']",
1022,Not working = bad,['LAPTOP#OPERATION_PERFORMANCE'],
1023,"I spent 2200 dollars on a ""top of the line laptop"".","['LAPTOP#PRICE', 'LAPTOP#QUALITY']",
1024,I got the blue screen of death the first month I got it.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#QUALITY']",
1025,"1) Payed $2200 for a ""premium"" laptop","['LAPTOP#PRICE', 'LAPTOP#QUALITY']",
1026,2) Blue screen first month,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#QUALITY']",
1027,3) Horrible customer support-they lost my laptop for a month-got it back 3 months later,['SUPPORT#QUALITY'],
1028,"4) Laptop still did not work, blue screen within a week...",['SUPPORT#QUALITY'],
1029,5) Cut my losses and sold it for parts,['LAPTOP#GENERAL'],
1030,"this company truely does make horrible products and doesnt seem to because they are certain things like this ""never"" happen...",['COMPANY#GENERAL'],
1031,"what an elegant, wonderful machine.","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#GENERAL']",
1032,"I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea.","['LAPTOP#GENERAL', 'COMPANY#GENERAL']",
1033,I really wish I had done this years ago.,['LAPTOP#GENERAL'],
1034,Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,"['LAPTOP#CONNECTIVITY', 'LAPTOP#USABILITY']",
1035,I love it - never had a computer I was so impressed with - and I've had a lot of laptops and desktops - this one is FAR AND ABOVE THE BEST ONE I EVER HAD BEFORE.,['LAPTOP#GENERAL'],
1036,"I tell everyone that I know, friends, family and enemies this is the absolute worst computer i have ever used.",['LAPTOP#GENERAL'],
1037,The computer blinks it shuts off at will.,['LAPTOP#OPERATION_PERFORMANCE'],
1038,The letter A stopped working after the first week.,"['KEYBOARD#QUALITY', 'KEYBOARD#OPERATION_PERFORMANCE']",
1039,when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.,['SUPPORT#QUALITY'],
1040,so the fact that the computer does not work on the 24 twenty fourth day is my fault.,"['SUPPORT#QUALITY', 'LAPTOP#QUALITY']",
1041,they have done absolutely nothing to fix the computer problem.,['SUPPORT#QUALITY'],
1042,they have not sent a new one nor called.,['SUPPORT#QUALITY'],
1043,i spent eight hundred dollars from a giant paper weight that looks good on a bus.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#PRICE']",
1044,then on top of it all their cusromer service center is in the middle east.,['SUPPORT#MISCELLANEOUS'],
1045,So when you do call to complain about the hunk of metal you get the joy of speaking with a bunch of people you cant understand.,['SUPPORT#QUALITY'],
1046,"Then to make matters worst, there is noone that they can transfer you to.",['SUPPORT#QUALITY'],
1047,I had this computer for one month and had to send it in for repair.,['LAPTOP#QUALITY'],
1048,Got the computer back a month later and it was still broken sent it out again and they repaired it.,['SUPPORT#QUALITY'],
1049,3 weeks went by and the computer keeps crashing and will not open any applications.,['SUPPORT#QUALITY'],
1050,DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,"['SUPPORT#QUALITY', 'COMPANY#GENERAL']",
1051,YOU WILL NOT BE ABLE TO TALK TO AN AMERICAN WARRANTY SERVICE IS OUT OF COUNTRY.,['SUPPORT#QUALITY'],
1052,COMPUTER HAS BEEN AT SERVICE FACILITY MORE THAN IN MY HANDS.,['LAPTOP#QUALITY'],
1053,I have had this laptop for a few months now and i would say im pretty satisfied.,['LAPTOP#GENERAL'],
1054,The only problems are the sound isnt very loud I have to wear headphones.,['MULTIMEDIA_DEVICES#QUALITY'],
1055,Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.,"['MOUSE#QUALITY', 'SUPPORT#PRICE']",
1056,That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,"['SUPPORT#PRICE', 'SUPPORT#QUALITY']",
1057,It took a little over 2 weeks until i got it back.,['SUPPORT#QUALITY'],
1058,ANd I babyed the heck out of it just one day when i opened it turned it on went to click and it was broke.,['MOUSE#QUALITY'],
1059,To be honest i think it was faulty equipment or something but idk.,['LAPTOP#QUALITY'],
1060,The graphics are great.,['GRAPHICS#GENERAL'],
1061,The internet speed is spectacular.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#CONNECTIVITY']",
1062,The battery life is probably an hour at best.,['BATTERY#OPERATION_PERFORMANCE'],
1063,Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,['SOFTWARE#MISCELLANEOUS'],
1064,I would recommend it just because of the internet speed probably because thats the only thing i really care about.,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#CONNECTIVITY']",
1065,I wish the volume could be louder and the mouse didnt break after only a month.,"['MULTIMEDIA_DEVICES#QUALITY', 'MOUSE#QUALITY']",
1066,I received this laptop as a gift and let me just tell you that its the worst.,['LAPTOP#GENERAL'],
1067,At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.,"['MOTHERBOARD#QUALITY', 'SUPPORT#QUALITY']",
1068,This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,['LAPTOP#MISCELLANEOUS'],
1069,Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.,['LAPTOP#MISCELLANEOUS'],
1070,the whole experiece is horrible so save up and buy a better laptop.,['LAPTOP#GENERAL'],
1071,I bought a HP Pavilion DV4-1222nr laptop and have had so many problems with the computer.,['LAPTOP#GENERAL'],
1072,"The computer is so slow, even after paying staples the extra money to speed it up.",['LAPTOP#OPERATION_PERFORMANCE'],
1073,They said it was a computer error on this type of computer.,['LAPTOP#MISCELLANEOUS'],
1074,"Also, I have alot of trouble with it getting very hot, and not even sitting on anything to make it hot.",['LAPTOP#QUALITY'],
1075,"When the computer has been on for several minutes, it will occasionaly just go off by itself.",['LAPTOP#OPERATION_PERFORMANCE'],
1076,"Also, the battery does not last very long at all.",['BATTERY#OPERATION_PERFORMANCE'],
1077,I would recommend not buying this product.,['LAPTOP#GENERAL'],
1078,I have had no luck with staples or HP to resolve this problem.,['SUPPORT#QUALITY'],
1079,I am stuck with a laptop that I cannot do very much with.,['LAPTOP#GENERAL'],
1080,"Also, I have had alot of trouble with the keys sticking and will not type correctly.",['KEYBOARD#OPERATION_PERFORMANCE'],
1081,"Also, I have had alot of trouble with the shift key to go to other lines.",['KEYBOARD#OPERATION_PERFORMANCE'],
1082,"It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.","['KEYBOARD#OPERATION_PERFORMANCE', 'KEYBOARD#USABILITY']",
1083,Sometimes the screen even goes black on this computer.,['DISPLAY#OPERATION_PERFORMANCE'],
1084,Will probably never buy a HP again.,['COMPANY#GENERAL'],
1085,Purchased a Toshiba Lap top it worked good until just after the warrenty went out.,"['LAPTOP#QUALITY', 'LAPTOP#OPERATION_PERFORMANCE']",
1086,After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,"['HARD_DISC#QUALITY', 'SUPPORT#PRICE']",
1087,I hate it.,['LAPTOP#GENERAL'],
1088,I have had the luxury (sarcasm) of owning 2 of these laptops.,['LAPTOP#GENERAL'],
1089,The first fell apart right after the 1-year-warranty.,['LAPTOP#QUALITY'],
1090,"During that time, I had to send it back 3 times.",['LAPTOP#QUALITY'],
1091,I paid about 18000 for this laptop because of all the bells and whistles and it kept crapping out on me.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#QUALITY', 'LAPTOP#PRICE']",
1092,None of the techs at HP knew what they were doing.,['SUPPORT#QUALITY'],
1093,"They would repair one thing, send it back and it would still have the same problem.",['SUPPORT#QUALITY'],
1094,"The processor went on me, the fan went and the motherboard went.","['CPU#QUALITY', 'FANS_COOLING#QUALITY', 'MOTHERBOARD#QUALITY']",
1095,"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.","['SUPPORT#QUALITY', 'LAPTOP#GENERAL']",
1096,I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,['SUPPORT#QUALITY'],
1097,I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,['WARRANTY#PRICE'],
1098,I sent it back AND THEY LOST IT.,['SUPPORT#QUALITY'],
1099,I waited and waited and no laptop.,['SUPPORT#QUALITY'],
1100,Finally after months of research the discovered that they mailed it to a Walmart and there probably would be no way to find the box.,['SUPPORT#QUALITY'],
1101,"I waited another month for approval and for them to ""BUILD"" me a new laptop.",['SUPPORT#QUALITY'],
1102,Here we are another year later and the computer is doing the same thing.,['SUPPORT#QUALITY'],
1103,HP didn't fix it.,['SUPPORT#QUALITY'],
1104,I swear they design these things to go to crap after a year so you are stuck and have to buy a new one.,['LAPTOP#QUALITY'],
1105,in 5 months the connect quality got worse and worse.,"['LAPTOP#CONNECTIVITY', 'LAPTOP#QUALITY']",
1106,1st time they got it working the next 5 month they had me send it in.,['SUPPORT#QUALITY'],
1107,returned it.,['LAPTOP#GENERAL'],
1108,5 months dead again.,['LAPTOP#QUALITY'],
1109,They say sorry out of warranty.,['SUPPORT#QUALITY'],
1110,Summary: They played games with me for the warranty period.,['SUPPORT#QUALITY'],
1111,Now 17 months later they want (would not say exact amount) $165.00 to $400 to fix the machine.,['SUPPORT#PRICE'],
1112,They had me send in the machine last April returned it to me in May with no documentation on what was done it anything.,['SUPPORT#QUALITY'],
1113,Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,"['LAPTOP#CONNECTIVITY', 'SUPPORT#QUALITY']",
1114,So buyer beware when buying Toshiba,['COMPANY#GENERAL'],
1115,"They are wonderful, but very dangerous when it comes to emitting heat.","['LAPTOP#GENERAL', 'LAPTOP#QUALITY']",
1116,"I burned my leg, after lifting it from my desk, and for less than 5 second putting it on my lap to clean my coffee table, so I can place it there.",['LAPTOP#QUALITY'],
1117,"I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.",['SUPPORT#QUALITY'],
1118,"For my burn thigh which has put a permanent mark on my skin (it happened 7 months ago) they offered me an ITouch 8Gig (you know it is a bit insulating when a company this rich, offer a loyal customer like me, a bottom of their product line as a gift for events like this).",['COMPANY#GENERAL'],
1119,"Steve Jobs, probably needs help and donations, and cannot afford a reasonable offers for people that truly are trying to support his baby.",['COMPANY#GENERAL'],
1120,"The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.",['COMPANY#GENERAL'],
1121,"I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.",['LAPTOP#DESIGN_FEATURES'],
1122,Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,['HARD_DISC#QUALITY'],
1123,"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",['SUPPORT#QUALITY'],
1124,"Also the speakers are not very loud, But it is a netbook.",['MULTIMEDIA_DEVICES#QUALITY'],
1125,Would HIGHLY recommend this netbook though.,['LAPTOP#GENERAL'],
1126,I custom ordered the machine from HP and could NOT understand the techie due to his accent.,['SUPPORT#QUALITY'],
1127,The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,['SHIPPING#QUALITY'],
1128,"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.","['LAPTOP#QUALITY', 'LAPTOP#PRICE']",
1129,"Although my model was listed as recalled, HP denied my claim.",['SUPPORT#QUALITY'],
1130,"This laptop leaves alot to be desired, I have had it only 5 months and have had to send it away to be repaired twice...","['LAPTOP#GENERAL', 'LAPTOP#QUALITY']",
1131,"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....","['SOFTWARE#GENERAL', 'LAPTOP#DESIGN_FEATURES', 'LAPTOP#OPERATION_PERFORMANCE']",
1132,If you shop around in the current market you can find a much better deal.,['LAPTOP#GENERAL'],
1133,"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.","['SUPPORT#QUALITY', 'SHIPPING#QUALITY']",
1134,Unable to boot up this brand new laptop.,"['LAPTOP#QUALITY', 'LAPTOP#OPERATION_PERFORMANCE']",
1135,Spent 2 hours on phone with HP Technical Support.,['SUPPORT#QUALITY'],
1136,"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",['SUPPORT#QUALITY'],
1137,They are asking me to ship the unit back to fix it at their site.,['SUPPORT#QUALITY'],
1138,I am going to go back and return at Store I bought from!,['LAPTOP#GENERAL'],
1139,This computer had exactly the specifications I needed.,['LAPTOP#DESIGN_FEATURES'],
1140,"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.","['LAPTOP#DESIGN_FEATURES', 'LAPTOP#PORTABILITY', 'LAPTOP#OPERATION_PERFORMANCE']",
1141,The perfect notebook...,['LAPTOP#GENERAL'],
1142,When I finally had everything running with all my software installed I plugged in my droid to recharge and the system crashed.,['LAPTOP#OPERATION_PERFORMANCE'],
1143,The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,['LAPTOP#CONNECTIVITY'],
1144,"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",['SUPPORT#QUALITY'],
1145,"No, tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!",['SUPPORT#QUALITY'],
1146,Needless to say a PC that can't support a cell phone is less than useless!,['LAPTOP#CONNECTIVITY'],
1147,"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.","['SUPPORT#QUALITY', 'COMPANY#GENERAL']",
1148,I agree with the previous comment that ASUS TECH SUPPORT IS HORRIBLE WHICH IS A CON IN MY OPINION.,['SUPPORT#QUALITY'],
1149,"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.","['POWER_SUPPLY#QUALITY', 'POWER_SUPPLY#OPERATION_PERFORMANCE']",
1150,But no one could tell me when my part would be shipped nor could they tell me where to buy it ON THEIR WEBSITE!!!,['SUPPORT#QUALITY'],
1151,Frustrated I hung up and tried to call back 3 days later to be told that it takes 2-3 days for turnaround time.,['SUPPORT#QUALITY'],
1152,This was the 3rd day and part still had not been shipped.,['SUPPORT#QUALITY'],
1153,"The rep did not even answer my question, I had to ask him, if he understood what I ask or if he spoke english because he didn't even try to acknowledge my question.",['SUPPORT#QUALITY'],
1154,I'm tired of the inept service.,['SUPPORT#QUALITY'],
1155,If you are looking for a netbook pc DO NOT BUY FROM ASUS!!!,['COMPANY#GENERAL'],
1156,Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,"['POWER_SUPPLY#OPERATION_PERFORMANCE', 'POWER_SUPPLY#DESIGN_FEATURES']",
1157,I'M REALLY FRUSTRATED BY THIS EXPERIENCE.,['LAPTOP#GENERAL'],
1158,HOW DOES THE POWER SUPPLY NOT WORK!!!,['POWER_SUPPLY#OPERATION_PERFORMANCE'],
1159,Our Apple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook and has become such an integral part of completing our daily needs and social networking.,['LAPTOP#MISCELLANEOUS'],
1160,"I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.","['LAPTOP#GENERAL', 'LAPTOP#MISCELLANEOUS']",
1161,"It pretty much does everything we could ever need, and looks great to boot.","['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#DESIGN_FEATURES']",
1162,"Apple is always great about the aesthetics of things, they always come up with good looking products.","['LAPTOP#DESIGN_FEATURES', 'COMPANY#GENERAL']",
1163,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,"['SOFTWARE#USABILITY', 'LAPTOP#OPERATION_PERFORMANCE']",
1164,"So, if you're thinking of a laptop, I would heartily recommend theApple 13.3 MacBook Pro Notebook Computer (Z0J80001) Notebook for all your needs!",['LAPTOP#GENERAL'],
1165,"It's great and we will always stick with Apple computers, we have been so happy with them.","['LAPTOP#GENERAL', 'COMPANY#GENERAL']",
1166,"The 13"" MacBook Pro is portable, durable, and very capable.","['LAPTOP#QUALITY', 'LAPTOP#PORTABILITY', 'LAPTOP#OPERATION_PERFORMANCE']",
1167,"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.","['BATTERY#OPERATION_PERFORMANCE', 'LAPTOP#MISCELLANEOUS']",
1168,"It's also very energy efficient, running on a quarter of the power it takes to run a 60 Watt lightbulb.",['LAPTOP#OPERATION_PERFORMANCE'],
1169,"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.","['GRAPHICS#GENERAL', 'LAPTOP#MISCELLANEOUS']",
1170,"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.","['OS#USABILITY', 'MOUSE#DESIGN_FEATURES']",
1171,"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).","['MOUSE#DESIGN_FEATURES', 'MOUSE#USABILITY']",
1172,"Still, this laptop is perfect for all day use at school and work.",['LAPTOP#MISCELLANEOUS'],
1173,They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).,['LAPTOP#QUALITY'],
1174,Probbly the worst decision we ever made!,['LAPTOP#GENERAL'],
1175,It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,"['KEYBOARD#QUALITY', 'HARD_DISC#QUALITY']",
1176,pretty much everything else about the computer is good it just stops working out of no were.,"['LAPTOP#GENERAL', 'LAPTOP#OPERATION_PERFORMANCE']",
1177,i love the size of the computer since i play games on it.,['LAPTOP#DESIGN_FEATURES'],
1178,i also love having the extra calculator number set up on the keyboard which most laptops do not have.,['KEYBOARD#DESIGN_FEATURES'],
1179,also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,"['KEYBOARD#DESIGN_FEATURES', 'KEYBOARD#USABILITY']",
1180,So i would not reccomend anyone buying this computer,['LAPTOP#GENERAL'],
1181,"First, it does not have a push button to open the lid.",['LAPTOP#DESIGN_FEATURES'],
1182,It is held in place magnetically.,['LAPTOP#DESIGN_FEATURES'],
1183,There is a little indent to help open it - but good luck with that.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#USABILITY']",
1184,"Once open, the leading edge is razor sharp.",['LAPTOP#DESIGN_FEATURES'],
1185,This is the complete opposite to an ergonomic design.,"['LAPTOP#DESIGN_FEATURES', 'LAPTOP#USABILITY']",
1186,Using this machine is like a mild form of torture.,['LAPTOP#USABILITY'],
1187,The much lauded combined touch pad and clicker is a nightmare.,['MOUSE#DESIGN_FEATURES'],
1188,I lost two items I was working on until I figured out what was happening.,"['MOUSE#OPERATION_PERFORMANCE', 'MOUSE#USABILITY']",
1189,"Also, the space bar makes a noisy click every time you use it.",['KEYBOARD#QUALITY'],
1190,"I hate to say this, but if I could take this back to the shop and get my money back, then I would.",['LAPTOP#GENERAL'],
1191,"It is absolutely horrible to use, despite all its so called advanced features.","['LAPTOP#USABILITY', 'LAPTOP#DESIGN_FEATURES']",
1192,I regret buying it before understanding how awful it is to use.,"['LAPTOP#GENERAL', 'LAPTOP#USABILITY']",
1193,It's a bummer and one out of five is being kind.,['LAPTOP#GENERAL'],
1194,My Mac has gone from being a trusted friend to an adversary.,['LAPTOP#GENERAL'],
1195,"In due course, I'll remove the hard disc from this new MacBook Pro and dump it where it belongs - in the trash.",['LAPTOP#GENERAL'],
1196,But the screen size is not that bad for email and web browsing.,['DISPLAY#DESIGN_FEATURES'],
1197,I like this machine because its very lightweight...,['LAPTOP#DESIGN_FEATURES'],
1198,very convenient when you travel and the battery life is excellent...,"['BATTERY#OPERATION_PERFORMANCE', 'LAPTOP#PORTABILITY']",
1199,10 hours of battery life is really something else....,['BATTERY#OPERATION_PERFORMANCE'],
1200,I highly recommend that you buy this product.,['LAPTOP#GENERAL'],
1201,"It crashes, and when it goes flat, it just DIES (like a PC, maybe worse) and I loose all my open documents!",['LAPTOP#OPERATION_PERFORMANCE'],
1202,I Hate it!,['LAPTOP#GENERAL'],
1203,It is the easiest computer I have ever used,['LAPTOP#USABILITY'],
1204,I LOVE IT!,['LAPTOP#GENERAL'],
1205,I can't say enough good for it!,['LAPTOP#GENERAL'],
1206,It's A MAC!!,['LAPTOP#GENERAL'],
1207,"I fine Apple MC373LL/A 2.66GHz 15"" Macboook Pro Notebook meets all my needs for a laptop computer when on the go.",['LAPTOP#GENERAL'],
1208,I like to use it at the race track to handiecap the horse races.,['LAPTOP#MISCELLANEOUS'],
1209,It's face and depanable.,['LAPTOP#QUALITY'],
1210,As a graphic arts a retired instructor I still love to play with the graphic with photos and clip art .....,['LAPTOP#MISCELLANEOUS'],
1211,it's just a great toy to have around.,['LAPTOP#GENERAL'],
1212,very very slow laptop.,['LAPTOP#OPERATION_PERFORMANCE'],
1213,tons of bloatware and junk programs.,"['LAPTOP#DESIGN_FEATURES', 'SOFTWARE#GENERAL']",
1214,can't reinstall with standard os cd because of proprietary hardware drivers.,"['LAPTOP#USABILITY', 'SOFTWARE#GENERAL']",
1215,keys are all in weird places and is way too large for the way it is designed.,"['KEYBOARD#DESIGN_FEATURES', 'LAPTOP#DESIGN_FEATURES']",
1216,lots of extra space but the keyboard is ridiculously small.,"['KEYBOARD#DESIGN_FEATURES', 'LAPTOP#DESIGN_FEATURES']",
1217,Amazing machine.,['LAPTOP#GENERAL'],
1218,"It is a big big, but since it has a 18.4"" screen what would you expect!",['LAPTOP#DESIGN_FEATURES'],
1219,It is truly a Desktop Replacement.,['LAPTOP#MISCELLANEOUS'],
1220,Very fast and efficient!,['LAPTOP#OPERATION_PERFORMANCE'],
1221,Does a great job with video shot on a Canon 5D MKII.,['LAPTOP#MISCELLANEOUS'],
1222,Very happy with my 7th Toshiba laptop!,"['LAPTOP#GENERAL', 'COMPANY#GENERAL']",
1223,"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",['MOUSE#USABILITY'],
1224,"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.","['SOFTWARE#GENERAL', 'LAPTOP#DESIGN_FEATURES']",
1225,I especially appreciate the fact that it has almost zero viruses and spyware problems!,['LAPTOP#QUALITY'],
1226,"The only drawback for me is how dirty the screen gets, and rather quickly too.",['DISPLAY#QUALITY'],
1227,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,['LAPTOP#USABILITY'],
1228,Now I have the best of both worlds with all of the power and ease of the Mac!,"['LAPTOP#OPERATION_PERFORMANCE', 'LAPTOP#GENERAL', 'LAPTOP#USABILITY']",
1229,"I also got the added bonus of a 30"" HD Monitor, which really helps to extend my screen and keep my eyes fresh!",['LAPTOP#MISCELLANEOUS'],
1230,I never have had a good result with this computer.,['LAPTOP#GENERAL'],
1231,"I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",['LAPTOP#QUALITY'],
1232,"They told me it was my loss even though it was the computer, not  what I've done.",['SUPPORT#QUALITY'],
1233,"The hard drive crashed as well, and I had to buy a new  power cord.","['HARD_DISC#QUALITY', 'POWER_SUPPLY#QUALITY']",
1234,"They told me to reprogram the computer, and I didn't need  to do that, and I lost pictures of my oldests first 2 years of her  life.",['SUPPORT#QUALITY'],
1235,"I don't like this company nor the toshiba brand, and I'll never  buy another one because I've put more into it then it is worth.","['COMPANY#GENERAL', 'LAPTOP#GENERAL']",
1236,I would  rather spend my money on a computer that costs more then a Toshiba that  isn't good at all.,['COMPANY#GENERAL'],
1237,The right speaker did not work.,"['MULTIMEDIA_DEVICES#QUALITY', 'MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE']",
